trait,runNum,Tmax,Precip,Ca,Ccwd,Cdoc1,Cdoc2,Cl,Cr,Cs1,Cs2,Cs3,Cs4,Cw,Cwmin,Ds1,Ds3,Ds4,GPP,LCE/NEE,LCT1,LCT2,Ls1,Ls3,NEE,NPP,Q1,Q2,Ra,Rhdoc,Rhdoc2,Rr,Rs1,Rs3,SumD,SumLdoc,SumRSoil,T,W1,W2
12,33,21,75,682446.1359,7.655926428,3.370194402,0.771421955,57.21780822,457.0067576,1.730539393,55.93618243,130.3459868,1579.681902,5588.821935,5573.408123,233.7093451,66.60679924,57.65838943,860.6871216,-1.076083863,11.21537787,1.47283883,93.48373803,0.00666068,-11.79110396,417.444178,31.17806377,9.992815908,436.1223584,74.56953672,14.33263643,0,108.3079964,9.073395698,41.17087968,12.6882167,405.653074,33.82712032,8.676704167,5.549976616
12,34,21,100,1129616.288,10.40917936,3.806478792,1.014928004,57.21780822,621.2094205,2.184508441,71.43746637,159.3705371,1882.358598,7598.692542,7580.840474,295.0178649,81.43834444,68.70608884,1006.711299,-1.052850222,19.47696518,2.54917278,118.007146,0.008143834,-20.92048565,529.6600301,47.35706245,14.371177,467.3696113,86.98251121,19.39348814,0,138.172336,12.79995852,61.72823945,22.02613796,508.7395445,38.26876055,8.748301342,6.433853268
12,35,21,125,1680392.184,15.12568331,4.830134944,1.343422379,57.21780822,902.5861702,2.962688997,98.00593699,211.4392609,2415.676423,11041.73496,11020.34758,400.111149,108.0454623,88.17218942,1256.944357,-1.039346204,30.31578831,3.58992146,160.0444596,0.010804546,-32.62215193,722.0112642,61.00262084,18.0049008,520.894823,113.0180497,27.25944663,0,187.8146156,19.84679148,79.00752164,33.90570977,689.3891123,45.98947836,8.838494615,7.310860478
12,36,21,150,2208459.875,17.92315676,5.20716534,1.557095427,57.21780822,1069.233058,3.423570143,113.745797,241.1368785,2692.584482,13083.88325,13060.07935,462.3531479,123.2209449,98.27933358,1405.217828,-1.033350723,42.06061876,4.721542162,184.9412591,0.012322094,-45.2722971,835.9325954,78.28386112,22.22309316,552.6442375,122.6811561,31.93648888,0,217.5495836,24.86380654,100.5069543,46.78216092,790.6602983,49.49704572,8.877116429,7.987865498
12,37,21,175,2821602.276,21.07858147,5.417454422,1.916832662,57.21780822,1257.295819,3.943682609,131.5067577,272.4716535,2946.196121,15387.33657,15361.15156,532.5943363,139.233015,107.5361584,1572.503633,-1.028696093,55.4667267,6.698638957,213.0377345,0.013923301,-60.43122555,964.4945999,92.54454362,29.21507459,588.4535298,130.2042234,39.71201969,0,251.9371943,31.56790259,121.7596182,62.16536565,904.0633743,53.23838179,8.959539297,8.998340874
12,38,21,200,3331651.576,22.96089949,5.411088673,1.931207481,57.21780822,1370.111294,4.25566456,142.1488396,290.2017993,3078.994544,16761.43524,16733.0507,574.7274988,148.2931194,112.3833009,1672.783069,-1.02580326,69.85663785,7.077100146,229.8909995,0.014829312,-74.99853141,1041.610203,112.9132227,32.82317202,609.8204536,132.3629939,41.28737411,0,273.1289938,35.75421549,145.7363947,76.933738,966.6116717,54.25660533,8.975787744,9.485922072
12,39,21,225,3635083.138,24.36513397,5.466690235,2.049140791,57.21780822,1453.69112,4.486820978,150.0444975,304.8892958,3197.031234,17786.52154,17757.29972,605.9451731,155.7984302,116.69164,1747.133013,-1.025374572,80.19756653,7.930487029,242.3780693,0.015579843,-85.94718065,1098.747775,134.328019,36.52541551,625.7543465,133.5755851,42.65589626,0,288.1256914,38.9286839,170.8534345,88.12805356,1012.800594,54.15156547,8.989791,10.00347841
12,40,21,250,3952722.865,25.61771734,5.560624851,1.805726305,57.21780822,1528.303053,4.693169394,157.0917314,321.5338851,3355.718933,18700.90403,18670.66501,633.8125267,164.3038153,122.4837411,1813.520375,-1.02455936,94.04894247,6.844584005,253.5250107,0.016430382,-98.47504247,1149.753299,159.8010949,36.53685109,639.9700694,136.433328,39.35640422,0,300.5025017,41.61683932,196.337946,100.8935265,1051.278257,53.660054,8.962913625,10.0050481
12,42,24,50,261563.4892,2.008000182,1.736247026,0.340028012,58.25342466,120.0206006,0.819598597,24.69418468,61.13516889,763.691523,1465.841606,1454.76307,110.6867905,31.2400713,27.87474059,642.4941812,-1.195258076,4.30650082,0.297212078,44.27471622,0.003124007,-3.851647599,191.812409,19.01018764,4.664505374,448.4688195,37.46485788,5.954046707,0,52.3819411,3.619517023,23.67469301,4.603712898,187.9607614,26.32130699,8.524456865,4.236658917
12,43,24,75,535751.0735,6.407236408,2.90828619,0.566154023,58.25342466,382.5160044,1.528039289,48.99874557,105.9810034,1262.100288,4677.279726,4662.990759,206.361706,54.15629276,46.0666605,880.9977696,-1.103333526,8.785602,1.079141485,82.54468241,0.005415629,-8.940853557,367.3124709,31.10344882,8.727856428,506.719331,68.85999403,11.01376323,0,98.80393454,8.248053088,39.83130524,9.864743485,358.3716173,35.16569476,8.666570793,5.397237601
