"Val1","Val2","Val3","Val4","Val5"
1605.37953501261,1337.55601747081,1063.05011251679,900.713610691389,888.950362903715
2307.59211872153,2249.19710325567,2055.11673106976,1814.36515742778,1561.69285132802
2704.40817326399,2768.35695518245,2705.60448905149,2565.22200420981,2355.34142288214
2889.21622246097,3149.9156874305,3111.15234364083,3030.46362166738,2874.11403832212
2886.71891890223,3408.67839311116,3523.17167105579,3479.08468369754,3402.16488772888
2875.33486544674,3656.81765667644,3791.9395919069,3761.79746822342,3702.64913732448
2828.89512755738,3554.83245587923,3743.79694614473,3751.34501430321,3694.55119033106
2703.60291033232,3683.74486397395,3984.91638683081,4036.38192422241,3991.60631186658
2701.34671573659,3716.70209214073,3919.10947974894,3949.94542921848,3912.05007171227
2633.34075877888,3769.49904862128,4141.25182329255,4244.02013360142,4219.9216866128
1298.47968984995,1035.46402381085,809.80656195254,797.65367082087,790.335178532122
1994.4756175185,1821.51525331072,1584.82747136203,1331.79003590616,1076.21616474375
2425.45117522777,2425.87894818494,2281.44094900903,2063.3307610631,1829.42096061876
2762.64192646088,2876.4159423013,2762.46849666749,2573.51972731632,2355.81953822708
2826.33986539173,3023.84739112849,3039.48255604753,2924.87060146967,2729.44418018013
2927.69754833454,3287.58304737629,3338.42365318773,3305.24191921161,3168.82554922117
2936.31795235842,3460.51117820269,3548.08420740979,3504.86817951183,3400.11754872529
2879.67011358418,3526.71435076456,3670.00352335783,3694.62003065572,3619.78681612374
2866.98613816286,3557.27717974924,3733.13473037539,3763.86587240006,3738.92423123124
2869.75437317246,3667.79885231142,3874.24025117018,3921.59636358265,3912.16975937091
1021.21639793938,745.427411059652,714.45501584953,707.242175598148,703.636789480622
1680.92741057574,1467.95772616142,1222.27648564629,968.551320100472,706.620322120052
2090.77556711734,1993.80019704978,1777.24412514638,1544.9862808449,1305.33041494833
2404.9612530761,2427.01639264529,2268.56938959184,2059.28201335678,1843.21540630585
2497.52217534668,2632.64077304597,2568.04589473094,2386.15148135951,2175.87929409801
2627.86440315687,2915.81724343236,2940.81462260146,2848.57820806267,2676.09295463252
2654.84957307555,2958.76396870376,3011.4469207837,2948.14954794621,2794.40315677616
2735.60808991462,3077.3115620662,3153.28147298156,3099.35967883136,2951.28935441404
2731.21886537656,3317.64785557054,3439.61395792193,3502.88380263935,3452.54631404174
2637.27235045747,3369.95120745861,3555.89497146671,3623.17746443798,3576.94993269917
792.925838488272,631.66374282574,627.910883568,624.64623945945,622.602865792425
1321.43185342131,1089.10036596613,847.563229915953,594.928025367709,569.812109882648
1706.75560765324,1543.68240408887,1326.50171801097,1103.73041690298,874.290732588578
1913.85410701582,1808.798285208,1606.70367119363,1393.96257580365,1176.86186891178
2193.92320152788,2263.20890591135,2115.25526887869,1917.99383407337,1715.82837149513
2304.10671553345,2469.93878826957,2407.91161169598,2228.20342512323,2032.18534895116
2371.93903821801,2658.57925350253,2708.00053616185,2588.78696268036,2403.21152447786
2397.63193829726,2768.26149901347,2867.58219070732,2819.20427855421,2677.22177060735
2442.85967498894,2865.59694539711,2979.58285314572,2982.44845728239,2866.87495466613
2484.2362599194,3013.09491076455,3132.41679548654,3175.86545804916,3093.42567975109
569.059670671599,547.615516458564,543.389918511583,540.789910492619,539.403340699151
1053.79900057311,814.719482067283,560.103169002044,505.398820482063,501.18872637112
1454.72027458576,1256.11904179919,1031.26860446218,792.438767545048,534.91993670681
1654.39291736827,1547.44015304154,1351.73333786121,1145.64609874854,927.576416952126
1816.51738296155,1814.48202391597,1651.73083842542,1455.40599133323,1257.41947013201
1922.56760442094,1928.54505237149,1772.72523748005,1583.22479858425,1389.51669415278
1995.91900468868,2163.44275264225,2074.9448963676,1900.14364862447,1715.50951942979
2030.59290524756,2271.4178709535,2241.08605455779,2092.04197970536,1908.14064186902
2054.43212973802,2430.12490352402,2505.05224754953,2417.16994120535,2254.99182248164
1992.38526464182,2630.02221029194,2723.8201367223,2664.41294495754,2515.77300711775
435.904546439385,435.108135949059,433.208889429638,431.877107936092,430.744087543066
751.882862049219,498.809184751613,401.361005639164,397.103153181026,393.639144043528
1096.79620275103,878.672443877794,643.742766309283,385.871146952161,377.498088108805
1325.71143336766,1164.5114149332,953.533528241868,725.21292247404,480.18593617318
1445.85732230928,1325.45692057221,1128.5101335539,924.136381244603,703.215901337857
1577.59802239397,1537.63225830052,1369.14734370564,1174.83143834363,969.737380147025
1594.19435328347,1721.58722972757,1630.30165232744,1451.5955036123,1262.20258880331
1683.43899093593,1838.35591769432,1743.5795850456,1565.22541158413,1380.38019492774
1672.83711026452,1961.29895349711,1920.45147719403,1766.65701651076,1586.29011750583
1563.91645517849,2003.28876349194,2006.73455361809,1893.64897818838,1734.82430478008
