"Val1","Val2","Val3","Val4","Val5"
1175.62953533747,1136.53208897247,1108.40585032381,1085.45128070731,1067.73781606754
2331.60402636924,2114.312683046,1954.5989091141,1832.05431287691,1734.84173411452
3055.4986036665,2726.90379540567,2485.43012145149,2300.13240421464,2153.28025235175
3538.71405051841,3130.24720583515,2829.94996328106,2599.64165657558,2417.00858888909
3998.53905033758,3513.29900407533,3162.35821723148,2890.5295434587,2675.20371655205
4302.94253251082,3773.55208625416,3389.94042365782,3093.35393996208,2858.29042913389
4235.33046285015,3711.65627989854,3332.173517334,3038.78092144837,2806.24628149282
4504.28857960224,3936.76484248118,3524.8803065,3206.75549701883,2954.64976124912
4449.75852170744,3886.0823579542,3477.13490392076,3161.31912964553,2911.10486027413
4674.41453880224,4077.59392460345,3644.06091797891,3309.32905469968,3044.03263275717
828.911311874404,826.330029904033,824.907409248971,823.431440791341,822.318946328426
1830.82845659683,1650.58852181173,1523.01548375149,1427.77971821403,1353.83707007172
2647.4622169565,2330.91998042553,2106.69697032919,1939.15441388194,1809.11900809019
3215.50811343723,2800.06800196851,2505.90037876342,2286.23699652584,2115.63567793653
3519.1177104002,3049.951037146,2717.7135160014,2469.56412100207,2276.81981319071
3858.10039689586,3326.36554538208,2955.13163733694,2675.40402854935,2458.3812283875
4120.39294500766,3538.65791238915,3131.71984755291,2825.84143839811,2588.4498200461
4249.78182714494,3646.38132860601,3223.9814883458,2906.46134157939,2659.94608122481
4326.16478882583,3707.10773516224,3273.52803074503,2947.73399235834,2694.81790930333
4479.94464508388,3838.80379159499,3389.59754534409,3052.16279107647,2790.23042697577
716.296514278149,716.461342829773,716.404472720536,716.822942115739,716.784537421057
1427.51306225911,1289.2335147049,1195.09857043701,1126.78863938768,1074.97210452775
2105.76153731554,1838.84890380832,1657.59636113763,1526.2024582008,1426.30993171099
2701.64752203352,2316.53464350151,2055.0394203428,1865.66010825875,1721.85115444605
3057.87227577728,2602.11076758321,2293.01672225258,2069.16913665406,1899.30774099017
3479.8105921473,2944.94575755996,2582.11032865853,2319.23034037758,2119.68636929729
3561.58234745539,3001.53390047758,2626.65467909405,2353.01773802648,2145.3995528939
3731.30284427224,3137.21660608795,2739.55579261817,2449.7559435264,2230.15531686819
4067.19998459604,3411.97051651963,2972.40742497882,2651.92240547373,2408.5688412484
4209.2004582623,3523.21273597941,3062.9363198714,2727.73659665656,2473.41312408676
628.782324727086,628.891091584021,628.877912017066,629.170996467061,629.3158855818
1004.66730003385,912.234292910386,853.141592867059,812.021070864096,781.677921381574
1608.1765255884,1385.6078294717,1241.60267899858,1141.12535409611,1066.86099304199
1966.87480445411,1663.50356709026,1467.65298199994,1330.61220340613,1229.22369374908
2595.91237660313,2162.69256359983,1882.61849475358,1686.46992999059,1541.34353563884
2949.73071058511,2438.51386239673,2108.15521895402,1876.98762512245,1705.8855981814
3303.86758251788,2716.59234926894,2337.31172066727,2071.65989194064,1874.98775239361
3476.45216477616,2850.26673004817,2446.08893758148,2163.16442309161,1953.81247284626
3616.58998854482,2956.44592760049,2534.91166137101,2237.74714752371,2017.83519866971
3800.94383630207,3105.61660122326,2661.32181578486,2348.15987814345,2116.36878185377
544.45442491387,544.518671339779,544.540256693107,544.724302527072,544.832085719651
669.979432541583,630.394192968218,607.404344976888,591.202140844341,580.125614234035
1282.16455444264,1091.90775139746,976.234783681036,898.609205282171,842.992098453488
1715.58930733745,1407.3460541925,1219.01396905826,1091.6702975649,999.96198543911
2101.51354570635,1700.62926572259,1455.68752643614,1290.05733746107,1170.641998888
2259.71415420689,1820.22605340039,1551.8953459094,1370.76228985649,1240.23802829118
2643.12152352788,2110.68002994441,1785.41486185192,1566.2831779226,1408.39605676191
2842.26288007116,2262.55470890349,1908.0321121266,1668.70523476672,1496.2015586058
3157.76995947996,2499.55052002518,2097.13529023898,1825.63307469732,1629.87739232553
3436.59843548253,2713.48444915958,2271.59183481771,1973.63057279739,1758.9493456806
433.527667479225,433.587928969071,433.623367208329,433.718261287588,433.802772226277
402.515067783736,402.62252560635,402.760064145029,402.806623070669,402.926028687549
831.87262945013,708.058289688047,638.56489469341,594.107537118132,563.224349475169
1250.51728922132,1011.26508773745,874.106699185189,785.984800303283,724.705608817195
1485.33103000613,1182.84756450418,1009.14542335637,896.854147143443,818.285491293486
1810.30523696432,1417.84296889876,1192.24240425717,1046.18963675429,944.246561643805
2149.37295396671,1666.30522570821,1388.4162563185,1208.0512059611,1082.03883813122
2307.59293293158,1780.34168098942,1477.52459730152,1280.60414676702,1142.43485416352
2537.60001009457,1946.48999254382,1606.97709251395,1386.64354641051,1232.37545955691
2648.62433949,2022.09775713275,1662.74162558578,1429.53777431483,1266.1093690089
