"Val1","Val2","Val3","Val4","Val5"
1749.77551420664,1071.52187175235,381.429396727196,-858.971306880779,-3195.66763044688
4078.70112885067,3882.86652631772,3334.22501450085,2658.10626432073,1957.9862527508
5591.80185965742,5722.07036048284,5495.80732051051,5055.5417561526,4430.6054351829
6625.85159710717,7297.50514043079,7149.82642022573,6857.679962498,6352.84504702312
7092.16754799117,8583.49976256442,8849.06685684697,8678.23236961398,8391.175795596
7210.51718355091,9495.51473416445,9829.65746137721,9708.09277466577,9458.25657900393
7239.40271962238,9387.32319133068,9883.19578689389,9870.14908556008,9639.48357040295
7270.97087751572,10310.921763989,11169.6391966283,11245.8586594194,11069.0339197093
7299.31709028718,10439.3799155648,11000.2555227733,11021.2128857969,10868.3457588929
7286.18804161056,10886.4868150847,11972.8658531266,12212.9933090281,12051.1189409867
1573.3872370546,715.169279651679,-532.171420977885,-3129.39133923818,-6522.7831760111
4457.5826837931,3834.19118507255,2986.94652283642,2081.10110704749,1164.11829013923
6474.4749471241,6374.18695674486,5818.36656392882,4992.92542491096,4102.65503093864
8257.15961430803,8536.86018491032,8039.01060321526,7326.85787177592,6477.5468716343
8983.99329109393,9588.41721964077,9532.02561451946,9048.0534448699,8251.69261798614
9817.61595063056,11041.4956981069,11118.5171158553,10868.9268386056,10304.6348258437
10511.6050489303,12414.0718599643,12627.9230429249,12358.7445178583,11902.387429582
10368.8800947459,12754.343640425,13163.0725649777,13125.8209437765,12733.5113803907
10669.3451267919,13286.0263284089,13819.4350631768,13799.3549427415,13586.6947905882
10698.2718011592,13753.2192268243,14412.7295437692,14473.4774275602,14313.9668793725
1160.87318818199,66.7134726104619,-3184.87723555377,-6177.08226587884,-10084.5402778661
4341.34333217738,3422.69709257094,2347.26427270951,1230.76191191712,94.3114110078833
6598.78148971371,6062.03229898916,5101.98363740806,4033.13164883289,2931.54833344131
8794.49359599867,8741.9208919784,7967.84061243616,6961.77870199117,5914.34590383063
9807.49571362708,10237.164983511,9828.74162613016,8944.58273626993,7906.0077719991
11014.6368625397,12133.0401775304,12097.1456580024,11532.5066252056,10664.0858686176
11581.9125248006,12805.7386814511,12886.8766729173,12450.455082341,11650.824919416
12355.6164461977,13768.1207682773,13960.561850766,13560.0421674072,12751.667642965
12700.8626961306,15254.3162328184,15622.910350366,15732.3241427142,15327.7845166845
12866.6380470394,16225.4596111943,16918.5590290982,17064.149597013,16684.3671384618
711.201685385198,-1583.21352060241,-5601.57026810107,-10517.492140509,-12529.6795876615
3812.94963782232,2633.55868439079,1399.43748441629,125.964927636439,-3486.95457187654
6284.05189243069,5398.8505312519,4227.49360789209,3022.31724442303,1767.32814924987
7810.18708692739,7167.87475881341,6083.82091545494,4901.88582929031,3694.19769952406
9983.5605679418,10156.8181269151,9262.34628202367,8151.00184336734,6968.03305122446
11141.704450724,11789.0401817854,11301.7712037623,10228.9221718564,9112.69545330518
12386.9866901735,13675.641555894,13730.5758262777,12930.3019354202,11831.9561703132
13110.60691854,14864.0893879978,15185.3974817603,14737.5467927084,13816.0322768285
13691.7950210339,15740.6352824286,16149.7529031102,15945.6109589033,15142.8455819782
13989.2201990812,16578.7597564305,17014.3035261155,17024.1275880837,16395.7281351001
94.2618157626941,-4394.67443566533,-8430.22037556442,-13667.6526788382,-18999.5539364706
3118.17519615049,1759.47107754838,306.692546921245,-4152.50139244499,-9004.29414295098
5830.29869289041,4650.79794887925,3298.91883016192,1852.12115471197,315.652940322358
8122.4325336284,7343.14940908166,6118.98883972752,4785.03310743329,3366.67917593645
9741.53353533919,9515.48186557379,8406.13301586424,7133.6296262616,5785.5321146684
10660.0905078257,10486.2823853816,9387.78876429284,8137.03303849565,6824.63847561413
12054.856912985,12798.0942152309,12055.3252449571,10818.3891516617,9543.22833840687
12504.2813791175,13664.4215070958,13240.6841380629,12150.5608368799,10896.7712484638
13762.0525970632,15709.361457997,15905.7207581737,15118.086078038,13918.5942929254
14024.6548548636,17505.3685733341,17812.2413717529,17213.0304716297,16053.8135335814
-2032.13617376612,-7547.21204136631,-14082.7668734487,-20752.1140358198,-27467.508413194
2237.92458574117,631.494879110748,-3223.09344504437,-10422.7507832722,-14647.3706299765
4897.38706713335,3439.2049502559,1831.13873028323,83.0150886757138,-5118.01425388221
7013.17953444035,5828.76650477354,4306.93395060853,2654.81960251001,885.071948133576
8318.89631873111,7315.18599728375,5880.74232020281,4344.41259229617,2686.14338992841
9834.05796851538,9319.30392263946,8012.17025942251,6547.8159720608,4969.52667359165
10828.5720043265,11331.3622906622,10451.0968670331,9055.77278662542,7517.75386718343
11797.9542417097,12468.333051733,11544.5611373321,10105.771730383,8642.67627840996
12536.309525058,14008.4551633462,13428.8589681229,12111.8897568542,10673.2459045683
12928.9683924051,15389.0213304909,15091.0025351474,14026.836685148,12651.0981766209
