"trait","runNum","Tmax","Precip","Ca","Ccwd","Cdoc1","Cdoc2","Cl","Cr","Cs1","Cs2","Cs3","Cs4","Cw","Cwmin","Ds1","Ds3","Ds4","GPP","LCE/NEE","LCT1","LCT2","Ls1","Ls3","NEE","NPP","Q1","Q2","Ra","Rhdoc","Rhdoc2","Rr","Rs1","Rs3","SumD","SumLdoc","SumRSoil","T","W1","W2"
0,1,12,25,117596.802663382,1.01220330505604e-157,2.06392216853278,0.301125171105466,48.4150684931507,60.1469283312527,0.631420638310601,17.3056026796239,88.4491266717362,1176.15660885913,0,0,85.2733572038467,45.1975037292572,42.9297162233582,320.800837053245,-1.37461456056884,1.98757655156489,0.0372217195187389,34.1093428815387,0.00451975037292572,-1.47299346970814,142.122262006411,8.49232707359661,1.63856287081377,178.090971278081,30.497211289275,4.1158492636556,0,27.039800849118,2.56503255690173,10.1308899444104,2.02479827108363,140.649268536703,14.8731100555896,8.25871124430971,3.2099777280171
0,2,12,50,529228.443421717,1.01220330505604e-157,3.90272782513778,0.857882337004754,48.4150684931507,374.996475468509,1.48531714153228,40.708692027181,182.155502415537,2332.28356521456,0,0,200.592079963935,93.0814617343396,85.1283501303314,516.130889501961,-1.06673049568513,8.60996516327834,0.960014119567358,80.2368319855738,0.00930814617343394,-8.97131873660294,334.320133273224,18.7781248740743,7.67726790928547,178.090971278081,63.4368506851314,13.0884322961417,0,68.3636246175716,8.04246400407702,26.4553927833598,9.5699792828457,325.348814536621,23.5446072166402,8.5421751845244,4.96994589030201
0,3,12,75,1061423.22634523,1.01220330505604e-157,4.8339909859267,1.29655347152249,48.4150684931507,597.219611551884,2.08905706592995,57.2556381032653,245.582243840174,3056.25672789407,0,0,282.12715675384,125.492526602329,111.553370568134,654.246978076025,-1.03770550212781,17.26430030798,2.62786531728531,112.850862701536,0.0125492526602329,-19.1693747257546,470.211927923068,30.9481052028225,14.2951574735254,178.090971278081,80.6431705533891,20.6014666223108,0,98.1033552202458,13.8993976810473,45.2432626763479,19.8921656252654,451.042553197313,29.7567373236521,8.6764737708115,6.38597429339589
0,4,12,100,1596601.38821645,1.01220330505604e-157,5.31570204429664,1.75362111574806,48.4150684931507,774.708046640587,2.57126371556623,70.4716722044079,291.709606059647,3539.52335913476,0,0,347.24916478722,149.063608696479,129.192602608419,764.552962199832,-1.02925571620358,26.6107507617192,4.48650781294605,138.899665914888,0.0149063608696479,-30.2133455127826,578.7486079787,44.5953006570746,20.6891330860446,178.090971278081,89.8191802710765,28.2581111576751,0,123.573721638461,19.7400127890742,65.2844337431192,31.0972585746652,548.535262465918,34.7155662568808,8.78153450227047,7.63645853525583
0,5,12,125,2115547.33737826,1.01220330505604e-157,5.83910957121839,2.11934648828572,48.4150684931507,952.887412661998,3.05534181792655,83.7389979728018,337.869356149281,3999.34094237322,0,0,412.623912510981,172.651240992282,145.975944396623,875.298352222116,-1.02509124504236,36.5434034344882,6.423468295597,165.049565004392,0.0172651240992283,-41.9151679793245,687.706520851636,57.2390508771728,28.285304180124,178.090971278081,99.5894595749232,34.7637731571093,0,148.594527013488,26.4597652223228,85.5243550572968,42.9668717300852,645.791352872312,39.4726449427032,8.8714889938416,8.80981515935119
0,6,12,150,2751624.9152904,1.01220330505604e-157,5.78355782897356,2.20246182521642,48.4150684931507,1055.85727067869,3.33508936630607,91.4061530024628,367.736596781844,4303.43300301298,0,0,450.403818919635,187.913400955522,157.075304609974,939.298019373165,-1.02191767344601,51.4954290689673,6.87690149969798,180.161527567854,0.0187913400955523,-57.1203846312078,750.673031532727,77.0031759367556,30.8537331337048,178.090971278081,98.6953027819144,36.6235240618936,0,162.194982749453,30.5711809429123,107.85690907046,58.3723305686653,693.552646901519,42.1500909295396,8.89496290500056,9.22385133446038
0,7,12,175,2983767.40543164,1.01220330505604e-157,5.3082191139291,2.16087769718625,48.4150684931507,1057.24363130034,3.33885800991855,91.5094417533233,365.621665178872,4235.91951050466,0,0,450.912774239501,186.832670906404,154.61106213342,940.156347461037,-1.02302702739563,59.6490419526814,7.2816696906845,180.3651096958,0.0186832670906404,-65.4241870947974,751.521290399167,98.0221771626219,35.2984337438979,178.090971278081,91.6617674283959,35.5656445375159,0,163.34707478678,31.9594600544613,133.32061090652,66.9307116433659,686.09710330437,41.6783890934801,8.90759453964263,9.83287710534316
0,8,12,200,3392144.38196146,1.01220330505604e-157,5.53706068689119,2.45446368185266,48.4150684931507,1190.08488879489,3.69976148921676,101.4008704452,398.436576398891,4504.79508789183,0,0,499.652789118724,203.601090539833,164.425020708052,1022.72200221268,-1.02201393295848,69.8966540204288,9.26336195150033,199.861115647489,0.0203601090539833,-77.4549283714563,832.754648531206,111.544379089448,43.3662568258808,178.090971278081,95.3729256549142,40.6726485061995,0,182.333166225064,38.8607573232001,154.910635915329,79.1600159719291,755.29972015975,45.093364084671,8.97854261694501,10.940583126833
0,9,12,225,3592310.36420662,1.01220330505604e-157,5.0832265158528,2.24111943490372,48.4150684931507,1176.67858413665,3.66333275458693,100.402453273864,392.618530627936,4450.25906026893,0,0,494.733088506965,200.628069150875,162.434455699816,1014.4000176521,-1.0227588550639,79.8320584962484,8.39486439134737,197.893235402786,0.0200628069150875,-86.2636607356318,824.55514751161,138.038986174495,42.5922027097436,178.090971278081,88.1119864888754,37.0172811934155,0,181.615857248791,37.8868027961113,180.631188884239,88.2269228875958,738.291486775978,44.3698111157614,8.97016853562001,10.8302508786028
0,10,12,250,3962883.05908449,1.01220330505604e-157,5.06062436229907,2.37851621059679,48.4150684931507,1271.66205383878,3.92139183178317,107.475183537761,417.896993290306,4674.77090675933,0,0,529.583966882317,213.545363571346,170.629138096716,1073.42274335771,-1.02194258064177,91.948880850678,9.29209325021663,211.833586752927,0.0213545363571346,-99.0671844178531,882.639944803865,156.677993805832,46.7572967440726,178.090971278081,87.7718756179201,39.4643106873311,0,194.499817901368,42.568680621318,203.435290549904,101.240974100895,783.572760386012,46.5627094500957,9.00986580803324,11.4051091430236
