trait,runNum,Tmax,Precip,Ca,Ccwd,Cdoc1,Cdoc2,Cl,Cr,Cs1,Cs2,Cs3,Cs4,Cw,Cwmin,Ds1,Ds3,Ds4,GPP,LCE/NEE,LCT1,LCT2,Ls1,Ls3,NEE,NPP,Q1,Q2,Ra,Rhdoc,Rhdoc2,Rr,Rs1,Rs3,SumD,SumLdoc,SumRSoil,T,W1,W2
20,24,18,100,1087397.11,9.442477017,3.826038333,1.081199071,54.88767123,564.6399445,2.028510231,66.08784637,172.09277,2050.181341,6893.019361,6875.998019,273.9503067,87.93940548,74.83161894,966.4570822,-1.051598728,18.44051137,2.522015764,109.5801227,0.008793941,-19.93396015,491.0887099,43.99045421,15.06958376,467.8510593,78.4854465,19.82488274,0,120.3122254,13.16730754,59.06003797,20.96252713,471.1547497,40.93896203,8.798886711,6.770136259
20,25,18,125,1560188.33,11.94877013,4.169837567,1.330386795,54.88767123,714.6660762,2.443531734,80.24727935,200.8067502,2344.123391,8722.618883,8703.146914,329.9989607,102.6122493,85.56050379,1095.530287,-1.039785423,27.86335782,3.66834067,131.9995843,0.010261225,-30.32519768,593.6709438,60.62905726,19.62019431,492.3259946,87.4315106,24.84116862,0,147.1039033,17.05749323,80.24925157,31.53169849,563.3457461,44.75374843,8.843206242,7.55410208
20,26,18,150,1961765.571,14.8980678,4.792611582,1.594700644,54.88767123,890.5723021,2.930166147,96.86166479,237.3013247,2696.399263,10875.60205,10853.75361,395.7189382,121.2609769,98.41857312,1246.948175,-1.035214311,36.34172663,5.075355462,158.2875753,0.012126098,-40.00822019,713.9544018,74.72610688,25.8850084,521.1236766,100.6968341,30.41341472,0,176.9191204,22.78393614,100.6111153,41.41708209,673.9461816,49.38888472,8.90137405,8.523724282
20,27,18,175,2426949.828,15.92129487,4.533125717,1.662962736,54.88767123,951.7515283,3.099405984,102.6370088,245.8674204,2760.738803,11622.55889,11599.52031,418.5747781,125.6382518,100.7669663,1299.607573,-1.03139628,48.22796055,5.621265613,167.4299113,0.012563825,-52.21002556,755.7861107,95.8274216,29.33979368,531.1170651,97.27843108,31.55136807,0,188.7843787,24.79653465,125.1672153,53.84922616,703.5760851,49.83678472,8.935281156,9.006046061
20,28,18,200,2833001.197,17.3581822,4.493686915,1.741405458,54.88767123,1037.671086,3.337075844,110.7474648,261.8808171,2900.350654,12671.48828,12646.22466,450.6720927,133.8210976,105.8627989,1373.588001,-1.029095225,59.51942449,6.199672824,180.2688371,0.01338211,-63.86104579,814.5321406,116.1142613,32.78551959,545.1533673,97.83046349,33.28490247,0,203.9547247,27.85745655,148.8997809,65.71909732,750.6710948,51.10221913,8.954994597,9.460119552
20,29,18,225,3755963.997,19.57818581,4.299716068,1.602826651,54.88767123,1170.391593,3.704243847,123.2772583,290.7395763,3177.945515,14292.09302,14265.70633,500.2581315,148.5679235,115.9950113,1487.738361,-1.023364337,84.20207816,5.776733595,200.1032526,0.014856792,-87.92451381,905.2860648,136.899723,34.76896823,566.8257843,95.9088434,32.67907419,0,226.7512879,32.42437938,171.6686912,89.97881176,817.361551,53.32930875,8.967383087,9.762804468
20,30,18,250,3478968.076,21.32379365,4.950363594,2.025248078,54.88767123,1274.794138,3.993046083,133.1321429,307.8817877,3296.737295,15566.38912,15537.6196,539.2608735,157.3275935,120.3309113,1577.610372,-1.026356896,80.55844951,7.868057331,215.7043494,0.015732759,-86.15570975,976.6705965,154.9896007,40.56458404,583.8759395,108.0530902,39.23403762,0,245.2242367,36.82224975,195.5541847,88.42650684,890.5148867,54.44381529,9.013449648,10.55580103
20,32,21,50,178122.4332,0.17641503,1.275425487,0.301634196,57.21780822,4.795137541,0.528547858,14.68214373,46.72431498,594.4477666,128.7859153,119.8261473,71.38038817,23.87612496,21.69734348,582.6145543,-1.349339421,2.765656801,0.281702557,28.55215527,0.002387612,-2.258408307,119.6215752,18.82065197,5.390152266,462.8185088,23.33609001,4.600370794,0,31.90688226,2.47560979,24.21080424,3.047359358,117.3631669,25.79319576,8.54091562,4.340043509
20,33,21,75,473717.7978,4.09010266,2.321294463,0.557963566,57.21780822,244.1284747,1.14940397,36.04674095,90.24325299,1097.56052,2985.772232,2973.506941,155.2270061,46.11430228,40.06095899,784.6645434,-1.124695428,7.636653781,1.053088014,62.09080246,0.00461143,-7.726306675,273.6309013,31.17806377,9.937350251,507.2357619,49.03954294,9.852648863,0,71.17596013,6.252563634,41.11541402,8.689741795,265.9045946,33.88258598,8.676704167,5.538796122
20,34,21,100,836984.6202,6.628750229,2.77423125,0.773460325,57.21780822,396.615319,1.563482162,50.21627243,117.0218979,1385.992978,4838.99933,4824.43097,211.1482659,59.79818981,50.58874371,918.3749516,-1.073669195,14.22203858,1.959870641,84.45930637,0.005979819,-15.07159681,376.1502788,47.35706245,14.2773812,536.0477903,61.57853043,14.30324251,0,98.32444307,9.355260491,61.63444365,16.18190922,361.078682,38.36255635,8.748301342,6.417503608
