"runNum","Variable","Value","Tmax","Precip","trait"
12,"SumD",25.285306050222,15,50,"Val1"
12,"NPP",284.877525132939,15,50,"Val1"
12,"NEE",-6.61580752302672,15,50,"Val1"
12,"LCE/NEE",-1.0753462327696,15,50,"Val1"
12,"Cwmin",3200.08817873135,15,50,"Val1"
12,"Cs4",1646.55676599211,15,50,"Val1"
12,"Ds1",161.283531324369,15,50,"Val1"
12,"Ds3",65.9555571833678,15,50,"Val1"
12,"Ds4",60.0993219587122,15,50,"Val1"
12,"Ls1",64.5134125297476,15,50,"Val1"
12,"Ls3",0.00659555571833677,15,50,"Val1"
12,"Cs2",37.6218182248617,15,50,"Val1"
13,"Cw",5995.42901689895,15,75,"Val1"
13,"Cr",490.435080519568,15,75,"Val1"
13,"Cl",52.8164383561644,15,75,"Val1"
13,"Ccwd",8.21291875481385,15,75,"Val1"
13,"Cs1",1.82363572641178,15,75,"Val1"
13,"Cs3",187.842317550787,15,75,"Val1"
13,"Cdoc1",3.9975852909635,15,75,"Val1"
13,"Cdoc2",1.02397335627411,15,75,"Val1"
13,"W1",8.6674907192854,15,75,"Val1"
13,"W2",5.86860352801641,15,75,"Val1"
13,"Ca",879063.218137794,15,75,"Val1"
13,"Ra",299.437514644352,15,75,"Val1"
13,"Rr",0,15,75,"Val1"
13,"Rs1",97.8980628004353,15,75,"Val1"
13,"Rs3",10.9393693995617,15,75,"Val1"
13,"LCT1",14.5209097504453,15,75,"Val1"
13,"LCT2",1.90218488902955,15,75,"Val1"
13,"SumLdoc",16.4230946394748,15,75,"Val1"
13,"Rhdoc",73.2681508559206,15,75,"Val1"
13,"Rhdoc2",17.3477705987715,15,75,"Val1"
13,"SumRSoil",424.775552149799,15,75,"Val1"
13,"Q2",11.4291812482912,15,75,"Val1"
13,"Q1",31.0386493483719,15,75,"Val1"
13,"GPP",745.510060991195,15,75,"Val1"
13,"T",32.5331694033369,15,75,"Val1"
13,"SumD",42.4678305966631,15,75,"Val1"
13,"NPP",440.441159704322,15,75,"Val1"
13,"NEE",-15.6656075545237,15,75,"Val1"
13,"LCE/NEE",-1.04835350830248,15,75,"Val1"
13,"Cwmin",5979.18226768199,15,75,"Val1"
13,"Cs4",2329.86144240978,15,75,"Val1"
13,"Ds1",246.282004851911,15,75,"Val1"
13,"Ds3",95.9874242684521,15,75,"Val1"
13,"Ds4",85.0399426479569,15,75,"Val1"
13,"Ls1",98.5128019407647,15,75,"Val1"
13,"Ls3",0.00959874242684522,15,75,"Val1"
13,"Cs2",59.1065931241131,15,75,"Val1"
