"Val2","Val3"
1135.91102943846,1122.3907299363
2132.20740950575,2092.39879252113
2761.80536305805,2694.06138993059
3181.19051685478,3085.80434944857
3585.58759276147,3458.45609593283
3856.78896563264,3710.24113156163
3798.04236020318,3644.89515774514
4040.67457436381,3854.96390597172
3987.40864288026,3806.48315748673
4190.9434714309,3987.91514209671
825.036894500117,815.261306819894
1663.52815401692,1631.56608903371
2361.24567913021,2301.48881625722
2846.42294627554,2757.11853295076
3109.11898576582,2996.8279944744
3399.00868788971,3265.46705548536
3627.40933479363,3463.54637212904
3738.39232931791,3568.87787837339
3806.9116433983,3622.42825574202
3945.55991722775,3748.18226734051
714.034388805028,704.975108513753
1298.57899931532,1271.66991475315
1860.9638986285,1810.43216675263
2356.29779126879,2274.84634457752
2654.35071581428,2550.70662727257
3014.95754853857,2878.75151142167
3080.58064313413,2932.90720602019
3225.47827519985,3060.49610618123
3514.30355434943,3323.66516097338
3638.41250451817,3423.04428319298
626.361714553492,617.950893034276
917.290081317398,895.370513623577
1402.95775084646,1359.6321060398
1691.31748590922,1629.76610962601
2210.02352853968,2113.5787702268
2499.60278935407,2377.96743272438
2796.35973791119,2640.31882957969
2941.19922252606,2764.14386316404
3058.69724783512,2865.69120811028
3215.18196313516,3008.700059136
541.855478000286,533.867159107976
656.658237205938,639.195736435902
1106.49174035433,1067.7215842286
1436.5808590579,1371.15715847731
1744.73058744331,1652.54174651613
1870.87025002098,1766.63134629734
2180.15354927806,2040.83433663836
2338.54555818457,2187.36661506119
2596.99349964841,2405.18510274129
2826.42926675999,2605.32974315173
429.97191255311,422.821224380114
401.266585007802,389.632258742318
717.008246390967,687.351974839674
1033.37220875703,980.160004153036
1215.20685988897,1143.16048846831
1463.38175952062,1367.36220507514
1729.20038167016,1600.75797305078
1851.1653690659,1707.8941272489
2032.87095037163,1862.02300209234
2120.59291608389,1924.55762109723
