"Val2","Val3"
1235.6726059033,1020.61207222263
2205.66277574968,2015.82551212557
2810.65238848636,2641.7984272833
3211.33867840134,3051.5888854692
3591.09075882143,3448.21341124022
3849.45736416922,3712.60409622674
3784.74077549239,3653.49540240896
4004.32788681645,3886.11255535943
3957.15481918777,3832.20056041358
4143.0114149684,4030.7255875741
938.972161095195,800.540475982799
1741.5474871626,1549.94507542483
2416.68059278914,2241.86070409442
2882.95562972972,2718.6007134371
3124.70058236329,2979.46115779404
3402.48481316827,3263.87672069394
3612.32103519204,3480.5047422922
3718.62730323734,3590.98803619571
3777.11644427474,3654.38820407772
3906.86634821368,3789.35087957566
713.547967025008,706.633139764645
1378.63779002349,1188.50737455709
1925.21625253845,1745.65056589767
2398.35887372631,2233.04154451758
2679.65433031446,2525.94829226766
3017.20157626231,2877.88791396668
3073.8895825209,2941.12726169701
3208.07583415776,3079.50846465229
3481.30505875531,3358.60179542654
3589.67542161633,3474.05343200905
624.473806719686,619.909980719002
1003.31662914211,808.225617275636
1471.95707686493,1290.58996773038
1747.99638164344,1573.89483260758
2243.77216992084,2079.22332402914
2516.06194692284,2361.64637086437
2786.91122378481,2649.78994571672
2917.24407261006,2789.02756706035
3025.04795810979,2900.41023229449
3174.66705888452,3050.75000959896
539.81526420233,535.93930715004
725.765092852776,521.48488061874
1181.68024871046,991.665952117029
1491.69777533074,1317.38040599102
1782.18237830682,1614.93826152765
1901.22558797158,1737.31122977243
2187.43846847292,2034.7771048356
2337.58006726367,2187.5977344946
2566.42964345882,2435.69712636914
2780.34097955849,2651.55841648118
427.030289495445,425.850277446307
399.911389754328,393.251337479694
800.417394242407,603.80091904432
1098.01040894888,914.93943419991
1265.78584175036,1092.09180947718
1500.07461676708,1331.77811074178
1743.99293418132,1585.70500752597
1857.26069854246,1701.590558358
2021.29943573355,1871.51215266928
2091.30810921222,1954.39832875955
