"Val2","Val3"
1084.8081498435,1170.66816872704
2039.33615312532,2178.73831408394
2637.16933478954,2809.27617960089
3032.28398855554,3224.78383403474
3425.0213242367,3605.54610983192
3675.58731602101,3877.76316737073
3633.32730554032,3799.56112137709
3860.6560123349,4021.60940326758
3799.4635709158,3981.48381007119
4001.45338548807,4165.47986824865
789.901884259022,855.46226336711
1584.67649827074,1704.79604203561
2246.64480489363,2407.98785282012
2698.52650356197,2896.37677243318
2957.01390834005,3139.96804501268
3239.18038489547,3420.74378008736
3446.70451035752,3638.28069344244
3557.48686362057,3744.31907055899
3623.56802117369,3801.24412743223
3754.91471600754,3934.43656642872
694.064695111736,724.47648845636
1235.10123539521,1330.13546774304
1760.55853277056,1906.07874626626
2237.41746549596,2388.1069739569
2520.38161423197,2678.50761033032
2868.64959956195,3020.44745186321
2932.95159869817,3077.12014721251
3068.38052360252,3213.18716460549
3340.97274842469,3492.78507658034
3451.20756329433,3605.09033075895
606.003106895125,637.414227352581
865.32066163786,943.938741474278
1322.66434971571,1436.45868861627
1593.25723028506,1723.92329975172
2088.23497972305,2227.96781136729
2369.87334972324,2504.04952827715
2652.01992596281,2779.152404303
2790.01394253488,2911.99343863635
2899.51142798475,3020.28771459721
3047.33693688653,3173.52129922715
521.471684692541,553.282717335039
608.511196889191,684.297684615609
1035.68808127548,1134.61784126247
1347.75122187486,1454.84218057952
1641.91043321291,1749.48017866
1757.09934539277,1875.15123357935
2044.43760741953,2170.92497411453
2198.43014939646,2321.6301164604
2443.11445718488,2554.79974701182
2655.06563824805,2771.97433306836
411.912125415858,442.548071685221
388.224246783792,402.451884382383
671.098711501798,731.101180722731
966.350338750824,1044.40211360075
1134.98182169585,1219.04348376292
1368.76950820835,1457.37749949618
1618.58151201054,1707.55961224523
1729.33268329083,1825.36200698813
1896.2541978162,1991.66819786521
1981.73010153509,2058.71339916572
