"Val2","Val3"
1129.15049371931,1129.15128861247
2112.30169430369,2112.30450965806
2727.93119768372,2727.93553148695
3133.49453455208,3133.50028847476
3522.01830580117,3522.02531281978
3783.51109017515,3783.51892261774
3721.46489414102,3721.47254312823
3947.81490413674,3947.82347368149
3896.94153102829,3896.95015153626
4089.42462236155,4089.43387990238
820.149104861323,820.14910455246
1647.54585356644,1647.54836361982
2331.36508606867,2331.36936437869
2803.17050751868,2803.17642562104
3051.4322233034,3051.43885760281
3332.23391081318,3332.24171713176
3545.47334433927,3545.48221409271
3653.63046007755,3653.63960657072
3714.66513121974,3714.67461729823
3846.86606885359,3846.87595542335
709.504756312638,709.504749119723
1285.12367841251,1285.1252350158
1835.6964752294,1835.69955791459
2315.56957109494,2315.57449428349
2602.52576420314,2602.53148336988
2946.85101293306,2946.85793700099
3006.74015032935,3006.74756478197
3142.98295031454,3142.99124034208
3418.97968359834,3418.98886034018
3530.72338385673,3530.73318600742
622.15631049708,622.156304817338
905.874444061474,905.875033031861
1381.29384119264,1381.29597566578
1660.54018385946,1660.54334222653
2161.7988489033,2161.80336267175
2438.78235271626,2438.78775862634
2718.33601346269,2718.34242749676
2852.66788433063,2852.67503745972
2962.19029305962,2962.19799603559
3111.93669115392,3111.94514746195
537.861327637706,537.861316953275
648.2522122883,648.252199711993
1087.10609786051,1087.10720864856
1403.86776972715,1403.87019402138
1698.63448075733,1698.63779119967
1818.74873642406,1818.75276604935
2110.49148747732,2110.49627346124
2262.95347536366,2262.95859461443
2501.08607337607,2501.09239078292
2715.87577250573,2715.883056647
426.396580963786,426.396563245322
395.449433890485,395.449416534961
702.180098769783,702.180120839416
1006.76565335205,1006.766543814
1179.1827445353,1179.1845558466
1415.37067921173,1415.37321519081
1664.97769419688,1664.98059057659
1779.52787132885,1779.53154814058
1946.43001103417,1946.43431170811
2022.57272348503,2022.57766776889
