"Val2","Val3"
1131.11712736559,1127.274800104
2121.85411396298,2101.65938554748
2760.54771848301,2696.4521179515
3165.20834755225,3101.52998513428
3565.81012164371,3469.38367258813
3831.64624264866,3724.67669992276
3778.04085674437,3657.69620352587
4014.01951857315,3870.10310964267
3952.74745170255,3833.28146191903
4164.53819304593,4006.60800211368
820.14910229979,819.964655705378
1648.97112452258,1645.45557996222
2340.14191796485,2318.18660538307
2815.55943450593,2785.71523039068
3086.89953778325,3011.99476926722
3377.72052365004,3291.16248942837
3587.94138995865,3502.3337719871
3706.4753870403,3602.97198731655
3768.11641165183,3660.30651558893
3907.38037705502,3784.66962247456
709.504748659393,709.504748659393
1285.12445703423,1284.90945666031
1838.21809026787,1834.87468340516
2324.24773656848,2306.23378900241
2619.6820049831,2582.05000784074
2982.87560650385,2912.43873673527
3049.39615048568,2966.04655329082
3188.54917427587,3098.70111917971
3471.40074917147,3368.5247517051
3585.98011845543,3475.12553093777
622.626038357674,621.685537176261
909.242617429459,903.394198337056
1384.92275649948,1378.99157799852
1665.22155838617,1655.5702509454
2170.24069138357,2151.74888350713
2458.63416707979,2419.28959336635
2753.27484612088,2676.3479907675
2900.90307659528,2804.72313132712
3014.09390684582,2912.38741281636
3166.29349029758,3061.29609865405
538.036995702058,537.695546232361
651.38142356257,643.93275007462
1092.40349161459,1082.88997460164
1409.55893817751,1399.2072273276
1706.16167982672,1690.92898385041
1826.6207278786,1812.15352620009
2124.44170873642,2096.93002738338
2286.95233479763,2238.19020548291
2546.23889030677,2454.8212355485
2762.10142707589,2672.08754422992
426.396573432054,426.336146522636
395.773836737584,394.969911475716
706.633058177786,698.264154230018
1013.07950242391,1001.31807449347
1185.8632685979,1173.69253921646
1423.94772223874,1407.29386249878
1680.7614237562,1648.60716368163
1794.47955432973,1762.4879840825
1968.27931159363,1926.28953845756
2049.12939423969,1991.53881355348
