"Val2","Val3"
963.958106246469,1254.03376836589
1976.25824112493,2210.79628110731
2608.4928032456,2811.56546623322
3026.64544339302,3205.92266410959
3426.77580179018,3584.05959803421
3693.53909360412,3840.64118436635
3632.74025045462,3777.7585558387
3867.39161802616,3996.87988679926
3815.5881024435,3946.77584137171
4013.25704683464,4134.64550904711
798.111959441514,938.196702097066
1542.25976002696,1723.09483793299
2246.59516839879,2387.73515588405
2732.71660529418,2845.99876087642
2993.44415375198,3088.83259636045
3283.23095753773,3361.75828829796
3505.62657271305,3567.24329377109
3616.12159165471,3673.26385884445
3681.07463139507,3731.09341264939
3815.95451693132,3860.87450549682
705.526800163232,713.642538799045
1208.25537483881,1339.3971831355
1781.0234516234,1872.5504089807
2280.66804316754,2334.73555657951
2579.2110104709,2611.30265653053
2933.09523201752,2944.26741752925
2997.03403727702,3000.42974365937
3138.70011458684,3131.53091364947
3422.64595414836,3403.05316717448
3540.25628536849,3509.40134944864
619.137740865399,624.608572513519
852.095117726468,945.541588107401
1350.43496607367,1399.2127014398
1643.32458263611,1665.80114808393
2163.8075662473,2148.69709126785
2452.56795684943,2413.86403903981
2745.00379226218,2680.80107047491
2886.23186886308,2808.38323250309
3000.52126696499,2913.18227963442
3155.02637376911,3058.03597127279
535.680827636238,539.685584574655
603.714788061234,684.637447077745
1080.51208344372,1086.61416837878
1417.2740358356,1382.19369537077
1727.71780130193,1660.83852104509
1854.34278861495,1774.23180266926
2161.95442894699,2049.69442944279
2321.72218575366,2196.88004618582
2573.21636405795,2421.72308036665
2798.6266255354,2626.00383256021
425.821711383297,426.880623337473
393.789726405405,396.844186275864
715.379224962642,686.031057870021
1039.98331105234,969.691367167813
1223.37784967631,1131.06586405741
1475.24380910168,1351.19878116357
1740.47946864353,1586.63097110379
1862.36606229264,1694.22516259169
2040.72272616923,1849.60387256542
2123.37879169043,1919.56810472672
