"Val2","Val3"
517.148907591762,611.90208807158
3192.02936567784,3776.82020712309
5083.11485548069,6014.28851397581
6593.63846064617,7801.50536956417
8109.71966085168,9595.31108257313
8985.89043425677,10631.9701465145
8997.78251225839,10646.0449658605
10128.1385177286,11983.4530868037
10013.7289419536,11848.0753581608
10822.350408482,12804.8293648295
-6716.05879016252,-6697.64069887057
2946.97784154942,3474.98588273312
5496.44029618405,6481.18958858137
7531.04847180447,8880.28400410556
8811.28591350636,10389.8807532633
10206.482824357,12035.0451434305
11602.5258590371,13681.1753030337
12051.7517611417,14210.8953192694
12648.4670380355,14914.5158669331
13159.9749577752,15517.6522369769
-12254.1166854563,-12646.3045038401
2421.98140074999,2844.21580409842
4928.12236917059,5788.19354554076
7525.05122022656,8838.3266343269
9208.66612756764,10815.7380940636
11184.5084546693,13136.392563979
11871.0507818221,13942.7320257953
12834.6876978036,15074.4941646181
14325.330028891,16825.344317902
15496.4150764931,18200.7690352417
-18123.8415751688,-18933.8661633711
1591.00485138572,1858.55877085647
4179.16055663666,4885.67005497723
5873.25526907945,6867.61193154961
8799.00555201642,10288.6791681433
10611.8761409199,12408.4481021543
12753.0705492657,14912.1395652077
13975.5355560902,16341.5222601709
14842.0767468952,17354.7838460886
15621.2979472619,18265.9200144068
-26338.1799290767,-27750.0644796205
-1372.6667977034,-993.230879626384
3377.57654945287,3922.9981865486
5960.62746110095,6928.90104531104
8076.90886305151,9388.91004792348
8979.73660861235,10438.3732632448
11400.0511633253,13251.8223467652
12427.2589227804,14445.9339829669
14729.9592475994,17122.6667518769
16464.7038249764,19139.1702966937
-42094.3135037512,-45389.4557600114
-12401.7590675672,-12945.0930710847
2102.09496671902,2426.18798555581
4366.19324070101,5042.67393079416
5801.84369476305,6705.33307065254
7774.37605240317,8986.66486965365
9984.70527860126,11543.3140855301
11000.611679799,12718.4464741576
12681.9602904609,14662.0631794457
14163.4905762561,16375.1402359534
