"Val2","Val3"
1137.19088686483,1232.86463293375
2115.19442506443,2292.8431613247
2725.45131164752,2935.53388050598
3152.9687759628,3349.84505644073
3587.92417064841,3764.26052969881
3875.31660564268,4043.35417108903
3799.39828057008,4014.35127507727
4024.45720022983,4212.48430492375
4014.3011079692,4188.35923351722
4187.37198369985,4361.38613011764
759.685296393442,908.360017571908
1563.17456127589,1748.51759603053
2127.45639287928,2399.90613057469
2603.9375420324,2873.33190295452
2841.2395158789,3107.85980975048
3140.69370325281,3407.30320961352
3340.42496666702,3596.99120453594
3460.77430043086,3720.7450916613
3512.69347696352,3789.13019998862
3612.79138191305,3897.31674111887
614.057936143714,810.592526735997
1118.65515366962,1374.82299809058
1628.43331573022,1894.00940318982
2005.51909209842,2358.69540131442
2285.89983996207,2616.01041889248
2581.09352201626,2954.60933761569
2692.79744117455,2995.72753391107
2775.04091545667,3117.3427707269
3107.84412903429,3420.96065184097
3175.3736607552,3513.28126977308
508.749558528228,749.959493105979
719.15114043589,1011.20934644621
1115.89419021587,1441.44515838194
1368.66349750232,1708.9452778848
1754.92444077729,2162.00406379558
2067.03843216306,2410.4330716354
2277.1711946802,2645.13598667955
2407.04806464874,2765.35837422459
2505.991820186,2885.8191326145
2638.25887058669,3051.65729794401
390.337662379377,687.033196881955
362.630049230074,724.011453731364
774.376389563831,1184.28846575011
1081.72558169313,1470.45628760044
1342.40624829248,1749.42407324258
1433.08547607995,1851.74070929148
1681.33849451416,2064.54764789554
1822.78179288278,2256.6564178353
2055.61626137522,2447.59984076736
2202.94172641714,2615.2261246171
267.327967217392,618.481415644128
238.63785646621,565.948382952465
420.909407392562,807.970692416735
688.070247175887,1068.84097226345
841.11840193347,1217.45509404475
1046.40303783914,1419.00710772559
1244.15560473314,1635.13891919677
1375.66816220655,1739.44307782879
1506.91936714845,1876.26402740586
1569.9533028192,1939.02105106829
